industry,name,ticker,ISIN,stockkey
25101010,Nissin Kogyo Co Ltd,7230 JT,JP3675300002,27064
45203015,Honda Tsushin Kogyo Co Ltd,6826 JT,JP3854650003,29585
25301040,Toridoll Holdings Corp,3397 JT,JP3636650008,43190
30302010,Kobayashi Pharmaceutical Co,4967 JT,JP3301100008,28000
20104010,Mabuchi Motor Co,6592 JT,JP3870000001,1248
25201010,Casio Computer Co,6952 JT,JP3209000003,1491
25301040,Saizeriya Co Ltd,7581 JT,JP3310500008,30984
35202010,Fuji Pharma Co,4554 JT,JP3816200004,24636
40301020,Japan Post Insurance co,7181 JT,JP3233250004,577072
45203015,Daishinku Corp,6962 JT,JP3484400001,1982
35102010,TOKAI Corp (Service),9729 JT,JP3552250007,13635
25101020,Sumitomo Rubber Industries,5110 JT,JP3404200002,1637
20104010,Ushio Inc,6925 JT,JP3156400008,1054
25102010,Mitsubishi Motors Corp,7211 JT,JP3899800001,1766
20102010,Aica Kogyo Co,4206 JT,JP3100800006,950
15104020,Toho Titanium Co,5727 JT,JP3601800000,1134
25101010,Musashi Seimitsu Industry Co,7220 JT,JP3912700006,27988
45203015,Murata Manufacturing Co Ltd,6981 JT,JP3914400001,65676
25504010,Nishimatsuya Chain Co Ltd,7545 JT,JP3659300002,29499
20106020,Nissei ASB Machine Co Ltd,6284 JT,JP3678200001,328018
45301010,Towa Corp,6315 JT,JP3555700008,18005
20201080,Sohgo Security Services Co,2331 JT,JP3431900004,37789
15101050,Fuso Chemical Co.Ltd.,4368 JT,JP3822600007,570512
25504020,K's Holdings Corp,8282 JT,JP3277150003,24206
30101010,Yakuodo Co Ltd,3385 JT,JP3931400000,42527
45203015,Meiko Electronics Co Ltd,6787 JT,JP3915350007,33484
30202030,Yakult Honsha Co,2267 JT,JP3931600005,1379
15101020,Sakai Chemical Industry Co Ltd,4078 JT,JP3312800000,1623
50202020,Square Enix Holdings Co Ltd,9684 JT,JP3164630000,24200
20106020,Giken Ltd,6289 JT,JP3264200001,356237
45203015,Tamura Corp,6768 JT,JP3471000004,1563
15101020,DKS Co Ltd,4461 JT,JP3475000000,1922
30101030,Yaoko Co,8279 JT,JP3930200005,8178
20106020,Tsubaki Nakashima Co Ltd,6464 JT,JP3534410000,687012
30101030,Belc Co Ltd,9974 JT,JP3835700000,24603
20106020,Aida Engineering,6118 JT,JP3102400003,1657
15101010,Sekisui Plastics Co,4228 JT,JP3419800002,1462
20104010,Cosel Co,6905 JT,JP3283700007,24243
35202010,Astellas Pharma Inc,4503 JT,JP3942400007,2164
20202010,UT Group Co Ltd,2146 JT,JP3949500007,40356
15101050,Nippon Paint Holdings Co Ltd,4612 JT,JP3749400002,1338
25101010,FCC Co,7296 JT,JP3166900005,24251
25302010,Benesse Holdings Inc,9783 JT,JP3835620000,17992
30202030,Nichirei Corp,2871 JT,JP3665200006,1178
35101020,Mani Inc,7730 JT,JP3869920003,35106
20201010,Toppan Printing Co,7911 JT,JP3629000005,1731
30101010,Cosmos Pharmaceutical,3349 JT,JP3298400007,41259
30101010,Sundrug Co Ltd,9989 JT,JP3336600006,26977
30202030,Kikkoman Corp,2801 JT,JP3240400006,1671
20201050,Daiseki Co Ltd,9793 JT,JP3485600005,18584
35102010,Japan Lifeline Co Ltd,7575 JT,JP3754500001,574212
20103010,Obayashi Corp,1802 JT,JP3190000004,1703
20201010,Dai Nippon Printing Co,7912 JT,JP3493800001,1923
30101030,Axial Retailing Inc,8255 JT,JP3772400002,8176
30202030,Ajinomoto Co,2802 JT,JP3119600009,1743
35202010,Towa Pharmaceutical Co,4553 JT,JP3623150004,24215
25301040,Plenus Co,9945 JT,JP3833700002,24345
20304020,Trancom Co Ltd,9058 JT,JP3635650009,31088
20201060,Nichiban Co,4218 JT,JP3662400005,893
50202020,Nexon Co Ltd,3659 JT,JP3758190007,283869
20104010,Nidec Corp,6594 JT,JP3734800000,228024
25203030,Unitika,3103 JT,JP3951200009,1053
40301040,Anicom Holdings Inc,8715 JT,JP3122440005,226630
30302010,Sagami Rubber Industries Co,5194 JT,JP3316000003,7963
20103010,Daiho Corp,1822 JT,JP3498600000,1586
20202020,ABIST Co Ltd,6087 JT,JP3122480001,576742
25203010,YONDOSHI HOLDINGS INC,8008 JT,JP3119950008,8146
20106020,Harmonic Drive Systems Inc,6324 JT,JP3765150002,31024
15104050,Kobe Steel,5406 JT,JP3289800009,1242
60102040,Open House Co Ltd,3288 JT,JP3173540000,345531
55101010,Hokuriku Electric Power Co,9505 JT,JP3845400005,2113
20103010,Kajima Corp,1812 JT,JP3210200006,1416
45301010,Rorze Corporation,6323 JT,JP3982200002,705047
10102030,Idemitsu Kosan Co Ltd,5019 JT,JP3142500002,44139
15104010,UACJ Corp,5741 JT,JP3826900007,42904
15103010,FP Corp,7947 JT,JP3167000003,5329
25101010,Aisan Industry Co,7283 JT,JP3101600009,7655
25101010,NOK Corp,7240 JT,JP3164800009,825
60102030,Goldcrest Co,8871 JT,JP3306800008,30979
50201010,Cyber Agent Ltd,4751 JT,JP3311400000,30685
25302020,Take and Give Needs Co Ltd,4331 JT,JP3539350003,36303
25301040,The Monogatari Corp,3097 JT,JP3922930007,322598
30101030,Arcs Co Ltd,9948 JT,JP3968600001,24347
50203010,Lifull Co Ltd,2120 JT,JP3758140002,44162
35202010,Nichi-iko Pharmaceutical,4541 JT,JP3687200000,7899
45103010,Gunosy Inc,6047 JT,JP3273820005,574267
60102010,Daito Trust Construction Co,1878 JT,JP3486800000,1979
20103010,Raito Kogyo Co,1926 JT,JP3965800000,1033
25301040,Kura Corp,2695 JT,JP3268200007,34745
20201050,Aeon Delight Co,9787 JT,JP3389700000,17997
20106020,Freund Corp,6312 JT,JP3829400005,34232
30101030,Life Corp,8194 JT,JP3966600003,1085
45301010,Micronics Japan Co Ltd,6871 JT,JP3750400008,24313
35102010,Toho Holdings Co Ltd,8129 JT,JP3602600003,24385
20201060,Bellsystem24 Holdings Inc,6183 JT,JP3835760004,681337
15104050,Maruichi Steel Tube,5463 JT,JP3871200006,1762
25301040,Yoshinoya Holdings Co Ltd,9861 JT,JP3958000006,24397
20106020,DMG Mori Co Ltd,6141 JT,JP3924800000,1252
30101020,Shoei Foods Corporation,8079 JT,JP3361200003,8150
20106020,Fanuc Co,6954 JT,JP3802400006,962
45203015,Iriso Electronics Co Ltd,6908 JT,JP3149800009,34264
20106020,Teikoku Electric Mfg Co,6333 JT,JP3541800003,31422
50202010,Toei Animation Co Ltd,4816 JT,JP3560200002,33483
20104010,Tatsuta Electric Wire & Cable,5809 JT,JP3467400002,1641
35101010,Nakanishi Inc,7716 JT,JP3642500007,32120
45203015,Nissha Co Ltd,7915 JT,JP3713200008,1344
20106020,NS Tool Co,6157 JT,JP3675320000,41324
45203015,Yokowo Co Ltd,6800 JT,JP3954200006,1874
25101010,Toyota Boshoku Corp,3116 JT,JP3635400009,8080
60102030,Tosei Corp,8923 JT,JP3595070008,42250
60102020,Unizo Holdings Co Ltd,3258 JT,JP3394400000,209258
45102030,Sakura Internet,3778 JT,JP3317300006,42678
20106020,JTEKT Corp,6473 JT,JP3292200007,1244
20202010,Like Co Ltd,2462 JT,JP3386120004,43046
25202010,Shimano Inc,7309 JT,JP3358000002,1631
20103010,Taikisha,1979 JT,JP3441200007,896
25504010,Adastria Co Ltd,2685 JT,JP3856000009,33521
25102010,Nissan Motor Co,7201 JT,JP3672400003,1451
45202030,Mimaki Engineering Co.Ltd.,6638 JT,JP3907150001,570542
20106020,Minebea Mitsumi Co,6479 JT,JP3906000009,1098
25101010,Stanley Electric Co,6923 JT,JP3399400005,1721
20103010,Toda Corp,1860 JT,JP3627000007,1567
45301010,Shinkawa,6274 JT,JP3371700000,894
35101020,SEED COLTD,7743 JT,JP3347000006,750318
15101020,Nissan Chemical Corp,4021 JT,JP3670800006,1538
45103010,Fukui Computer Holdings Inc,9790 JT,JP3803800006,24201
20106020,Takuma Co,6013 JT,JP3462600002,850
35202010,Taiko Pharmaceutical Co Ltd,4574 JT,JP3442200006,208954
20301010,Konoike Transportation Co Ltd,9025 JT,JP3288970001,351195
20103010,Kandenko Co,1942 JT,JP3230600003,1081
15104020,Sumitomo Metal Mining Co,5713 JT,JP3402600005,2125
45102030,E-Guardian Inc,6050 JT,JP3130230000,279267
25504050,USS Co Ltd,4732 JT,JP3944130008,33513
60102010,Daiwa House Industry Co,1925 JT,JP3505000004,1981
45103010,Scala Inc,4845 JT,JP3548520000,34870
50203010,Yahoo Japan Corp,4689 JT,JP3933800009,29451
35101020,Hoya Corp,7741 JT,JP3837800006,886
45102030,GMO Internet Inc,9449 JT,JP3152750000,29446
15102010,Krosaki Harima Corp,5352 JT,JP3272400007,1891
30101010,Ain Holdings Inc,9627 JT,JP3105250009,21591
20106020,Hoshizaki Corp,6465 JT,JP3845770001,208056
45203010,Nippon Signal Co,6741 JT,JP3716000009,1259
30101010,Qol Holdings Co Ltd,3034 JT,JP3266160005,43396
15104010,Nippon Light Metal Holdings Co Ltd,5703 JT,JP3700200003,1897
20107010,Hanwa Co,8078 JT,JP3777800008,859
20201060,Okamura Corp,7994 JT,JP3192400004,1103
25102010,Suzuki Motor Corp,7269 JT,JP3397200001,1360
15101010,Carlit Holdings Co Ltd,4275 JT,JP3205320009,1079
15101020,Daicel Corp,4202 JT,JP3485800001,1921
30201030,Suntory Beverage & Food Ltd,2587 JT,JP3336560002,327733
25301030,Aeon Fantasy Co,4343 JT,JP3131420006,36991
45203015,Ibiden Co,4062 JT,JP3148800000,837
20106020,Punch Industry Co Ltd,6165 JT,JP3782950004,463442
20106020,Shima Seiki Mfg,6222 JT,JP3356500003,5356
15104050,Hitachi Metals,5486 JT,JP3786200000,1505
30101030,Lawson Inc,2651 JT,JP3982100004,32263
30202030,S Foods Inc,2292 JT,JP3399300007,13038
15101050,Taiyo Holdings Co Ltd,4626 JT,JP3449100001,24379
25301040,Amiyaki Tei Co Ltd,2753 JT,JP3124450002,40323
45301010,SCREEN Holdings Co Ltd,7735 JT,JP3494600004,1663
25101010,Unipres Co,5949 JT,JP3952550006,24396
60102010,Sun Frontier Fudousan,8934 JT,JP3336950005,41278
45203010,Kyosan Electric Mfg Co,6742 JT,JP3248800009,1326
20202010,Outsourcing Inc.,2427 JT,JP3105270007,463222
15105020,Hokuetsu Corp,3865 JT,JP3841800000,1405
15101010,Asahi Yukizai Corp,4216 JT,JP3117200000,1917
30202030,Calbee Inc,2229 JT,JP3220580009,271904
25301040,Create Restaurants Holdings Inc,3387 JT,JP3269930008,42714
35102015,Miraca Holdings Inc,4544 JT,JP3822000000,1006
25201030,Token Corp,1766 JT,JP3590900001,24780
25504060,Nitori Holdings Co,9843 JT,JP3756100008,8208
25101010,Daikyonishikawa Corp,4246 JT,JP3481300006,463427
60102010,Mitsubishi Estate Co,8802 JT,JP3899600005,1829
30101020,Lacto Japan CoLtd,3139 JT,JP3967250006,759250
50202020,Marvelous Inc,7844 JT,JP3860230006,42399
20106010,Hino Motors,7205 JT,JP3792600003,1233
45203010,Horiba,6856 JT,JP3853000002,836
20201010,Nakamoto Packs Co Ltd,7811 JT,JP3646100002,812347
20103010,JGC Corp,1963 JT,JP3667600005,969
45203015,Hamamatsu Photonic,6965 JT,JP3771800004,17939
25101010,Denso Co,6902 JT,JP3551500006,1442
20202010,Hito Communications Inc,3654 JT,JP3791980000,279037
30101010,Sugi Holdings Co Ltd,7649 JT,JP3397060009,31900
25502020,Rakuten Inc,4755 JT,JP3967200001,31171
30302010,Fancl Corp,4921 JT,JP3802670004,27994
45203010,Shimadzu Corp,7701 JT,JP3357200009,1356
25202010,Kawai Musical Instrument Mfg,7952 JT,JP3221400009,2010
25504020,Hikari Tsushin Inc,9435 JT,JP3783420007,24266
25301040,Zensho Holdings Co Ltd,7550 JT,JP3429300001,30990
20202010,Link & Motivation Inco,2170 JT,JP3977020001,322595
35202010,Chugai Pharmaceutical Co,4519 JT,JP3519400000,2105
35203010,EPS Holdings Inc,4282 JT,JP3130770005,35385
20201050,Takeei Corp,2151 JT,JP3462680004,44523
10102030,Cosmo Energy Holding,5021 JT,JP3298000005,1220
45301010,Disco Corp,6146 JT,JP3548600000,24199
20103010,Chiyoda Corp,6366 JT,JP3528600004,1493
25502020,Istyle Inc,3660 JT,JP3102320003,291297
45203030,Elematec Co,2715 JT,JP3457690000,37345
50203010,DIP Corp,2379 JT,JP3548640006,42224
25503020,Izumi Co,8273 JT,JP3138400001,838
25101010,Aisin Seiki Co,7259 JT,JP3102000001,1211
30202030,Kewpie Corporation,2809 JT,JP3244800003,934
25301030,Round One Corp,4680 JT,JP3966800009,26960
25504020,PC Depot Corp,7618 JT,JP3801520002,29279
20104010,Sanyo Denki Co,6516 JT,JP3340800006,1038
25202010,Yonex Co Ltd,7906 JT,JP3960000002,9831
25504010,ABC-Mart Inc,2670 JT,JP3152740001,32999
15102010,Asia Pile Holdings Corp,5288 JT,JP3389640008,295447
40203040,Japan Exchange Group Inc,8697 JT,JP3183200009,42347
25201030,Sumitomo Forestry Co,1911 JT,JP3409800004,1723
20202010,En Japan Inc,4849 JT,JP3168700007,34936
30302010,Euglena Co Ltd,2931 JT,JP3944370000,324384
35102020,Tsukui Corp,2398 JT,JP3532800004,278137
25301040,Genki Sushi Co,9828 JT,JP3282800006,24259
25201030,Pressance Corp,3254 JT,JP3833300001,64579
45103020,Trend Micro Inc,4704 JT,JP3637300009,29450
25502020,Askul Corp,2678 JT,JP3119920001,33262
40301020,Dai-ichi Life Holdings Inc,8750 JT,JP3476480003,213329
30101010,Sogo Medical Holdings Co Ltd,9277 JT,JP3432310005,32386
45301010,Ferrotec Holdings Corp,6890 JT,JP3802720007,24252
35203010,CMIC HOLDINGS Co Ltd,2309 JT,JP3359000001,37343
10102020,Japan Petroleum Exploration,1662 JT,JP3421100003,40344
50202020,Dena Co,2432 JT,JP3548610009,41510
20106020,Star Micronics Co,7718 JT,JP3399000003,1359
45301020,Rohm Co Ltd,6963 JT,JP3982800009,65678
20106010,OKADA AIYON CORPORATION,6294 JT,JP3191400005,697447
25502020,BEENOS Inc,3328 JT,JP3758110005,40738
20201070,Prestige International Inc,4290 JT,JP3833620002,35665
50201010,F@N Communications,2461 JT,JP3802840003,42913
20106020,Okuma Corp,6103 JT,JP3172100004,2099
20106020,NGK Insulators,5333 JT,JP3695200000,1605
25101010,Ichikoh Industries Ltd,7244 JT,JP3141600001,1593
35102010,Ship healthcare Holdings,3360 JT,JP3274150006,41504
60102040,Relo Group Inc,8876 JT,JP3755200007,29518
50201010,OPT Holding Inc,2389 JT,JP3197730009,42240
25504010,Chiyoda Co,8185 JT,JP3528400009,1062
60102010,Heiwa Real Estate Co,8803 JT,JP3834800009,1752
20202010,CREEK & RIVER Co Ltd,4763 JT,JP3269700005,709007
20103010,Totetsu Kogyo Co,1835 JT,JP3595400007,1201
25504010,United Arrows Ltd,7606 JT,JP3949400000,29526
45203010,Hitachi,6501 JT,JP3788600009,1010
25501010,Arata Corp,2733 JT,JP3125100002,37272
20106010,Hitachi Construction Machinery,6305 JT,JP3787000003,2111
25101010,Exedy Corp,7278 JT,JP3161160001,7698
60102010,Leopalace 21 Corp,8848 JT,JP3167500002,24310
20304020,Hitachi Transport System,9086 JT,JP3791200003,2110
45203015,TDK Corp,6762 JT,JP3538800008,1125
30101030,Familymart  UNY Holdings Co,8028 JT,JP3802600001,1004
20106020,Misumi Group Inc,9962 JT,JP3885400006,9832
20301010,Kintetsu World Express Inc,9375 JT,JP3262900008,32668
60102020,Aeon Mall Co Ltd,8905 JT,JP3131430005,37476
20106020,Mitsuboshi Belting,5192 JT,JP3904000001,1830
50203010,Kakaku.com Inc,2371 JT,JP3206000006,40346
45103020,FFRI Inc.,3692 JT,JP3166830004,570502
25301030,Koshidaka Holdings Co Ltd,2157 JT,JP3297360004,64215
25101010,Topre Corp,5975 JT,JP3598200008,852
45103010,Systena Corp,2317 JT,JP3351050004,37629
60102010,Sumitomo Realty & Dev Co,8830 JT,JP3409000001,2126
30101010,Nihon Chouzai,3341 JT,JP3729200000,41077
15101020,Ishihara Sangyo Kaisha,4028 JT,JP3136800004,1409
45203015,Shibaura Electronics Co Ltd,6957 JT,JP3354800009,34376
45102010,TechMatrix Corp,3762 JT,JP3545130001,41506
25504050,VT Holdings Co,7593 JT,JP3854700006,31421
40201040,Eguarantee Inc,8771 JT,JP3130300001,44417
20106020,Makita Corp,6586 JT,JP3862400003,2096
25203010,Wacoal Holdings Corp,3591 JT,JP3992400006,1292
20106020,Hirano Tecseed Co,6245 JT,JP3795800006,7748
20201060,Relia Inc,4708 JT,JP3922200005,31048
45102010,Nomura Research Institute Ltd,4307 JT,JP3762800005,36369
45202030,Mcj Co Ltd,6670 JT,JP3167420003,42233
30202030,Warabeya Nichiyo Holding Co,2918 JT,JP3994400004,24392
25201040,Zojirushi Corp,7965 JT,JP3437400009,8144
45203030,Daiwabo Holdings Co,3107 JT,JP3505400006,1306
50202010,Toho Co,9602 JT,JP3598600009,900
45203010,V Technology Co Ltd,7717 JT,JP3829900004,33482
45301020,AOI Electronics Co Ltd,6832 JT,JP3105280006,32385
25302020,Jp-Holdings Inc,2749 JT,JP3386190007,37721
25101010,Toyoda Gosei Co,7282 JT,JP3634200004,1142
55101010,Okinawa Electric Power Co Inc,9511 JT,JP3194700005,8274
35202010,Mochida Pharmaceutical Co,4534 JT,JP3922800002,2121
25301040,Ohsho Food Service Corp,9936 JT,JP3174300008,13027
20102010,Nichias Corp,5393 JT,JP3660400007,870
20106020,Japan Steel Works,5631 JT,JP3721400004,1820
35202010,Daito Pharmaceutical Co Ltd,4577 JT,JP3486150000,213273
30302010,Mandom Corp,4917 JT,JP3879400004,24303
15104020,DOWA Holdings Co Ltd,5714 JT,JP3638600001,1228
45103010,Cresco Ltd,4674 JT,JP3271100004,31009
35101020,Asahi Intecc Co Ltd,7747 JT,JP3110650003,40748
35202010,Sawai Pharmaceutical Co,4555 JT,JP3323050009,24356
35202010,Seikagaku Corp,4548 JT,JP3414000004,24214
50202020,Drecom Co Ltd,3793 JT,JP3639570005,43129
25201010,Sony Corp,6758 JT,JP3435000009,1197
35202010,Otsuka Holdings Co Ltd,4578 JT,JP3188220002,267980
20106010,Takeuchi Mfg Co,6432 JT,JP3462660006,38606
15101020,Sumitomo Chemical Co,4005 JT,JP3401400001,1854
20305010,Japan Airport Terminal Co,9706 JT,JP3699400002,2115
20106020,THK Co,6481 JT,JP3539250005,24384
35102010,As One Corp,7476 JT,JP3131300000,24276
50203010,Gurunavi Inc,2440 JT,JP3274180003,41672
20106020,NTN Corp,6472 JT,JP3165600002,1844
15101050,Kansai Paint Co,4613 JT,JP3229400001,1420
35202010,Santen Pharmaceutical Co,4536 JT,JP3336000009,1110
20304020,Sankyu Inc,9065 JT,JP3326000001,1554
35202010,Shionogi & Co,4507 JT,JP3347200002,1558
55102010,Nippon Gas Co,8174 JT,JP3695600001,1026
25301020,HIS Co Ltd,9603 JT,JP3160740001,17995
15101010,Arakawa Chemical Industrial,4968 JT,JP3125000004,32977
50201010,INTAGE HOLDINGS Inc,4326 JT,JP3152790006,36279
15101010,ADEKA Corp,4401 JT,JP3114800000,1744
25502020,Yume No Machi Souzou Iinkai Co Ltd,2484 JT,JP3952870008,709452
20103010,Kyudenko Corp,1959 JT,JP3247050002,1524
45203015,Japan Display Inc,6740 JT,JP3389660006,352239
20106010,Kato Works Co,6390 JT,JP3213800000,971
25503020,Don Quijote Holdings Co Ltd,7532 JT,JP3639650005,26968
15101020,Mitsubishi Gas Chemical Co,4182 JT,JP3896800004,2134
45103010,Sourcenext Corp,4344 JT,JP3431200009,44817
45203010,Furuno Electric Co,6814 JT,JP3828400006,1311
25502020,Belluna Co,9997 JT,JP3835650007,24195
35202010,Takeda Pharmaceutical Co Ltd,4502 JT,JP3463000004,2168
20106020,Pegasus Sewing Machine Mfg,6262 JT,JP3836300008,43163
45301020,MegaChips Corp,6875 JT,JP3920860008,31044
15104020,Mitsubishi Materials Corp,5711 JT,JP3903000002,1685
25301030,Renaissance Inc,2378 JT,JP3978800005,40365
25101010,Ts Tech Co Ltd,7313 JT,JP3539230007,44354
25203020,Asics Corp,7936 JT,JP3118000003,1216
50201020,Wowow Inc,4839 JT,JP3990770004,34674
20107010,Monotaro Co Ltd,3064 JT,JP3922950005,44214
15101010,Asahi Kasei Corporation,3407 JT,JP3111200006,2127
45102010,Digital Hearts Holdings Co Ltd,3676 JT,JP3765110006,209254
20102010,Nippon Sheet Glass Co,5202 JT,JP3686800008,1898
45102010,LAC Co Ltd,3857 JT,JP3967900006,279271
25503020,Ryohin Keikaku Co,7453 JT,JP3976300008,24351
25101010,NGK Spark Plug,5334 JT,JP3738600000,1606
25504020,T-Gaia Corp,3738 JT,JP3893700009,42249
45203030,Kaga Electronics Co,8154 JT,JP3206200002,1016
45202030,KONICA MINOLTA INC,4902 JT,JP3300600008,1022
60102010,Nomura Real Estate Holdings,3231 JT,JP3762900003,44117
25504020,BIC CAMERA,3048 JT,JP3800390001,43714
35202010,ASKA Pharmaceutical Co Ltd,4514 JT,JP3541200006,1277
20103010,OSJB Holdings Corp,5912 JT,JP3697600009,7779
25301020,Resorttrust,4681 JT,JP3974450003,31065
30302010,YA-MAN Ltd,6630 JT,JP3930050004,212094
35101010,Nihon Kohden Corp,6849 JT,JP3706800004,1534
25101010,Yorozu Corp,7294 JT,JP3961400003,13047
45301020,Renesas Electronics Corp,6723 JT,JP3164720009,39658
20201050,Nippon Parking Development Co Ltd,2353 JT,JP3728000005,37983
20103010,Kawada Technologies Inc,3443 JT,JP3226300006,322596
30101020,Mitsubishi Shokuhin Co Ltd,7451 JT,JP3976000004,16143
20106020,YAMASHIN-FILTER CORP.,6240 JT,JP3936600000,697442
20107010,Jalux Inc,2729 JT,JP3390250003,36938
20106020,Amada Holdings Co Ltd,6113 JT,JP3122800000,907
25101010,Shoei Co,7839 JT,JP3360900009,40764
25301040,Kourakuen Holdings Corp,7554 JT,JP3292400003,31039
50101020,Internet Initiative Japan,3774 JT,JP3152820001,43065
20107010,Marubeni Corp,8002 JT,JP3877600001,1525
25301010,Dynam Japan Holdings Co. Ltd,6889 HK,JP3491910000,306997
25301030,Tosho Co Ltd,8920 JT,JP3594400008,356257
20106010,Sakai Hvy Industry,6358 JT,JP3313200002,1549
30202010,Chubu Shiryo Co,2053 JT,JP3525400002,7682
15101010,Tokai Carbon Co,5301 JT,JP3560800009,1473
20106020,Rheon Automatic Machinery Co,6272 JT,JP3979400003,2122
25504040,JINS Inc,3046 JT,JP3386110005,43722
25502020,Crooz Inc,2138 JT,JP3155270006,44348
20106020,Daifuku Co,6383 JT,JP3497400006,999
35202010,Sumitomo Dainippon Pharma Co Ltd,4506 JT,JP3495000006,2129
35102015,Solasto Corp,6197 JT,JP3436250009,705052
20304020,Sakai Moving Service Co,9039 JT,JP3314200001,25591
45102010,Otsuka Corp,4768 JT,JP3188200004,32081
55105010,Electric Power Development Co,9513 JT,JP3551200003,41144
50202020,Colopl Inc,3668 JT,JP3305960001,324387
15101050,Nitta Gelatin Inc,4977 JT,JP3679870000,283905
35202010,Rohto Pharmaceutical Co,4527 JT,JP3982400008,1788
50101010,Freebit Co Ltd,3843 JT,JP3826720009,44403
25504010,Sac's Bar Holdings Inc,9990 JT,JP3584700003,24781
45102010,Mitsubishi Research Institute Inc,3636 JT,JP3902200009,210567
20106010,Kito Corporation,6409 JT,JP3240800007,24294
60101080,Safestore Holdings Ltd,SAFE LN,GB00B1N7Z094,44395
50101020,Koninklijke KPN NV,KPN NA,NL0000009082,2454
55101010,Fortum Oyj,FORTUM FH,FI0009007132,26778
45203010,Hexagon AB,HEXAB SS,SE0000103699,11779
25504030,Clas Ohlson B,CLASB SS,SE0000584948,29275
50201010,Stroeer SE & Co KGaA,SAX GY,DE0007493991,226542
20103010,Fomento de Construcciones y Contratas SA,FCC SM,ES0122060314,2535
25301030,Merlin Entertainments Plc,MERL LN,GB00BDZT6P94,345582
20302010,SAS AB,SAS SS,SE0003366871,15162
20107010,Bossard Hldg AG Br,BOSN SW,CH0238627142,18891
20102010,Uponor Corporation,UPONOR FH,FI0009002158,9188
60101080,Big Yellow Group,BYG LN,GB0002869419,31502
20201050,Tomra Systems ASA,TOM NO,NO0005668905,11827
25301020,Scandic Hotels Group AB,SHOT SS,SE0007640156,681532
20104010,ABB Ltd,ABBN SW,CH0012221716,28508
35101010,El.En. SpA,ELN IM,IT0005188336,33479
20106010,Construc Y Auxiliar Ferro,CAF SM,ES0121975009,5396
20106020,Interroll Holding AG Reg,INRN SW,CH0006372897,27845
25201030,Barratt Developments,BDEV LN,GB0000811801,3200
25301010,Evolution Gaming Group AB,EVO SS,SE0006826046,466372
